CreditScore,Age,Balance,EstimatedSalary,Tenure,NumOfProducts,Exited
758,43.97054866992268,124050.08901441161,164832.46282090255,3,2.789682298285241,1
573,37.76414173120921,36743.39627969238,144105.40385606006,2,3.0,1
467,63.023473997211646,169271.52394514016,84557.07458694145,8,1.7026271063236522,1
415,79.7710880044211,18923.27568570739,92038.95423183305,7,1.1716839966841701,1
530,48.490395905554635,20354.34140311956,185346.5805578196,8,2.26706094023936,1
459,26.158413728082696,12746.910710715012,160485.5874153112,7,1.8802884130758737,1
408,59.29383280327737,63569.804490014496,188328.3337244049,8,3.0,1
727,73.852032803725,133065.42650261027,17405.03686914892,7,4.0,1
398,55.21792182210967,238351.09063148036,140243.3561522651,9,1.1105863439639547,1
817,40.37564118258459,46854.19429535252,157493.2543818628,7,3.3722672644377343,1
679,50.6708879120394,135165.24107746113,164498.47581077373,9,2.905014942402707,1
755,51.31589335557555,93604.79577031454,21124.401682978103,8,3.261096291285441,1
403,72.17986405573518,52558.95569778879,64750.33114814042,2,1.4708967323395616,1
739,55.056208666625345,25081.892392642054,40253.29440904944,8,1.2475932755500303,1
547,88.92498854802487,118279.53570293475,176661.33932607662,4,2.726607613897695,1
454,44.579073453048,75689.73100371662,83671.12961896423,1,1.7205575777641058,1
383,64.91361528563048,21434.297266818496,86836.23299825616,4,3.7690336517839684,1
788,48.8172370534285,96442.9448387213,22307.743623690418,7,2.68107601088001,1
452,50.76937783402761,179452.97813412058,135799.20279660917,5,2.749360796370742,1
636,37.52046892997311,144129.71076974858,117005.91447104915,4,2.0,1
782,50.49738491941557,102475.86612370626,34819.3324903309,9,1.0,1
652,39.78599292263063,190612.70664310848,13520.668176194426,8,3.319912120343126,1
505,57.39047610749962,181345.86386655396,161987.4732330519,1,3.474372639974619,1
510,42.274838807750136,95831.64582085112,93608.87597464559,3,3.648856309443188,1
467,41.36151257807366,73445.07974419145,84099.18423308064,2,2.2778007187470664,1
634,33.66992786050682,191180.82897981326,199760.8712293113,6,1.1477857932770206,1
670,37.215095817177755,230468.05307467325,67390.21240467542,4,3.1075479085888764,1
712,37.23513603891176,229204.42510822762,126681.19084362253,7,2.0,1
636,31.456958638713722,41102.39698828605,97346.69160161918,4,1.8970385162506846,1
819,83.09825832395936,17959.951540614657,101763.17682260911,4,3.705225028121926,1
509,37.396507042920334,177798.6644995335,186814.96098795487,5,1.9855271630135896,1
516,36.09509747370723,48544.44202289167,123698.25047786465,0,2.5155532101554385,1
630,28.119414690657244,180110.89118219784,77806.8627122195,9,1.0248758820146056,1
655,67.98531551187068,139034.59020958736,175858.91726040252,0,2.7536711220323316,1
342,60.62520685494695,217040.6568996287,33764.13592456589,6,3.791597715017683,1
626,56.00977747587322,40342.1840552104,98178.0162452987,4,2.549273759633966,1
678,58.45895411110944,68724.00491689004,84593.39273783847,4,2.0,1
750,50.664119945665306,68878.29903116974,161852.63611026588,6,1.6052445701637774,1
546,75.92014800601999,144219.13384727013,46585.111221897656,6,3.2246267696938444,1
553,71.06874478660094,58327.36295726401,152182.8402953129,3,2.314998326843061,1
448,54.63959098187995,239012.85548289894,165409.502997154,1,3.7267348363533426,1
356,88.10508935743533,225221.1929495701,78671.06533283366,1,2.2101787148706684,1
555,26.370996874714304,4523.368440362303,163627.4725339891,1,4.0,1
598,39.93299919703637,109911.71585107557,136037.33137784494,7,2.7955332798024246,1
643,53.79222729288291,29418.422598914265,192008.72351940194,3,2.0673180976394976,1
552,50.135132082639956,2240.7930348468017,33197.828707372995,5,3.471014253305043,1
548,50.377056772770985,34291.52727222683,71442.6357921858,7,2.850105704671842,1
345,83.59160333581292,226401.7842528426,77743.19381458193,1,2.179934557721922,1
465,41.26004547808577,92656.69078553283,170474.78719254048,1,2.1267674813323314,1
799,48.61098828790631,34652.194522249985,147288.98868158355,6,2.886237537519348,1
625,82.00406817194529,178015.2887213985,39166.30137751469,4,3.7224482317747385,1
583,49.201645952156824,105314.07253780808,118172.05608847695,8,3.09990855821351,1
521,52.12661203873785,210784.4848475107,92623.64692660193,6,1.8449590290533915,1
627,83.35336538634644,218276.84929560535,53832.40394984502,4,2.2084790206642846,1
434,44.14693410056542,79925.1669696131,193056.94300534826,6,2.1832547205273185,1
390,67.56809793721736,138692.6251619765,163393.55744951923,3,1.7159510313913229,1
502,67.0,207918.34331913403,56663.32817215128,5,1.7375155452835234,1
451,25.94372597583176,238236.52274655298,74700.6224318522,2,2.75468950201402,1
386,27.940698713588496,239195.0992469022,145853.48301880277,10,1.0,1
604,20.0,17611.810578165554,159933.10604812927,4,2.00823624159196,1
464,30.45732695026662,174040.44907858764,70649.91291711536,1,2.120279466939784,1
434,71.00678702193987,236359.55449515287,47231.15121969479,5,2.199728519122405,1
611,53.10208727755576,6592.88797452796,157331.83206953265,7,2.5708969559449946,1
613,54.67049594969859,200671.97109078226,80519.07489240091,6,2.3153854303449606,1
566,56.357889356640484,235654.7620584594,167568.8456072562,2,3.4403517738932523,1
682,50.51455263266743,125964.235560415,141477.8999409299,7,1.878638158166857,1
696,66.49713593397584,218881.1487010827,102828.07023878017,5,2.763007154419781,1
684,70.96448748202026,143623.25695913148,24459.917450852838,7,3.520346687014928,1
459,54.499,26416.916471648383,186816.37555733143,8,2.0,1
581,47.23313839421033,186599.54947415713,176506.659510706,5,2.538586231274228,1
585,53.475941947510286,222881.21442700605,153688.3418052073,8,1.9576650540975078,1
626,27.15679027357986,119115.52894342266,66825.03823890671,8,3.9664020842328878,1
832,39.419330609271086,100204.595442525,193558.9616991292,5,2.0838661218542174,1
566,53.022450732947284,221906.6339022116,153915.73288899608,7,2.0,1
643,30.965164371970715,110243.48857786795,83310.93739749021,6,1.0,1
695,54.64542298149822,120849.98867071269,62006.69384161485,8,1.6421573686823026,1
452,76.07438229126926,200627.78243571005,56659.2858982488,8,1.4328511067956708,1
544,74.61630344188012,222231.19396629895,127715.54699914975,6,2.197670936874269,1
635,32.54549242752627,223752.2867088565,156503.65005096534,8,1.903032828501751,1
432,51.464213837538274,209053.05379130814,87830.19624170527,7,1.0,1
330,53.794264096834645,50657.07141624905,199024.6709452393,0,3.02310685278748,1
705,51.02849887597275,107769.12704614918,105490.20250990744,5,4.0,1
642,54.01875937746924,29373.75463179059,191834.7398013348,3,2.04574155848469,1
544,59.21728351142124,179089.74842055023,163566.3515565118,0,3.142286218610936,1
728,78.23372995833712,95489.93398795111,137855.73053791697,9,2.0,1
554,41.91693583080393,78616.31255116242,150859.33497089203,7,3.067926204222826,1
435,65.70014274047607,170489.12703047262,143382.07992435442,3,3.0,1
535,69.1775250281867,121654.99882856495,138657.437823038,4,2.982247497181331,1
598,74.90280581262384,215144.39827383857,58761.57584097088,0,1.0,1
499,39.03160618879739,69882.57681661138,131090.1762351905,2,2.0484196905601304,1
534,37.93075914427419,48780.10502777496,122659.63878417613,0,2.5745913986638724,1
605,57.28630248898628,15629.910152249262,185264.7172060642,5,3.0,1
621,67.68617503522134,19375.062423082472,105482.9326083703,5,1.5934127653427061,1
541,52.046866467951155,181582.49404513015,136716.5384501794,5,3.177735923039646,1
484,56.458338117340645,182497.05852062095,161181.84234718175,2,3.643821465671579,1
556,53.9963846087208,186925.04640991313,28322.414074740518,7,4.0,1
481,49.39709118857532,233291.31069484336,17440.452013202892,3,3.0,1
565,63.26753846900981,75346.79057666934,183598.6675357707,4,3.0,1
761,70.95585625101232,155547.39744203276,187723.1080997856,7,2.4638022435378297,1
838,67.11274146018285,89481.12363914917,33064.96736180934,5,2.421724770126707,1
737,32.01462811322506,13688.024236252335,105521.46318226354,7,1.9451885797595443,1
456,54.34244610583652,40498.822760098934,194951.17022011796,5,2.686264741155346,1
557,42.51522141245254,101140.54522761257,126424.86131095975,9,3.1148219533510826,1
550,32.78311813832833,9723.775474101736,176836.96260936756,7,3.0,1
834,80.34769731963716,16995.276986014796,51226.35648733604,9,1.4892270102721241,1
728,24.607900322830474,59867.12359342989,199226.88278193926,5,4.0,1
776,82.69559353236025,60846.643809812944,185802.88674228254,2,4.0,1
551,28.679665882369708,176535.40887974668,189122.3021581971,4,1.2092166380189382,1
503,29.713640341081657,94732.003605433,43659.40139243067,8,2.773128225262304,1
590,50.621364175983054,218613.58468925132,157789.4481032229,7,2.7297726373361573,1
461,31.281426825189932,235356.9009978675,166153.78983320022,5,2.32934052501461,1
456,53.61890587861096,90079.66493761455,13791.576613026911,1,2.868364014281064,1
356,27.25312628710439,113603.92590234264,78046.75192088971,4,1.0,1
471,70.47477393374092,34882.48219686497,75719.45657383818,5,2.403790304661129,1
598,27.281635601177783,120638.34353125187,67593.31276297897,8,4.0,1
730,52.22818213205784,103249.07597999251,35504.35606513651,9,1.0,1
570,26.217475427615412,90543.54833049064,172753.79486140504,2,3.0,1
692,87.67954669922648,152280.1880949515,78831.18078098574,8,1.5096600244198601,1
841,59.10073105442439,94311.20010505882,164447.6897437362,5,2.3830656760857787,1
683,35.905625068872894,37959.675238905504,69803.42609974631,5,3.8063171201668506,1
525,45.96649489231597,96210.92814367134,147809.97570653,3,1.363128710489636,1
331,58.78216763481154,192467.64166386225,127601.5114322968,4,2.096792875000424,1
642,52.13417406087824,124179.39667848467,181321.52898827736,4,3.0536911007916125,1
531,50.94912774562933,35834.8113154538,71629.88322732615,7,3.144898659307346,1
775,82.19830484500362,60957.71968028295,185892.91023523378,2,4.0,1
412,49.62406682271174,74854.07607926357,84121.45983362346,1,1.8626740703318891,1
714,42.46245745956966,119649.95901937858,99273.07461650105,7,1.6072390810752808,1
807,32.09841022738543,44863.84381276878,158551.4883711824,8,3.0043739822830093,1
480,48.06328610874349,181513.08607021195,26983.003795031826,8,2.273871819705371,1
610,59.57944407115546,77263.50001421264,105546.44527546907,0,2.79288697958668,1
467,62.5838512511193,47461.25664232442,73498.38175281581,0,1.2007340340400319,1
763,41.93400155923517,236406.0268866628,190964.9842223264,6,2.1333886170932597,1
683,27.37140107334601,58593.70277140558,199374.89365343453,5,3.8894586355832645,1
828,49.5197604178743,33639.208756858716,145987.19498514693,5,3.0,1
399,67.79708308072588,74488.03204586862,186125.50297650497,3,2.7511483678225828,1
803,61.58977960077808,58561.07127200391,91400.5934235285,7,1.820440798443843,1
788,76.99885653989412,18279.880309929606,102458.8782252136,5,3.307560369987784,1
518,62.845825547734464,218492.7072217662,162575.98092941658,7,2.5711456386933618,1
389,46.3768362096369,174378.08101767767,121629.42980711833,4,2.2415442526908733,1
598,66.83280556715518,238392.4228226074,25409.19248151451,6,2.0,1
455,54.3771968083262,33357.61561660119,189876.3777472708,6,2.0,1
673,68.30192606921483,152358.84742480106,154181.36215750818,8,2.2709865787070314,1
697,60.23933476272117,31438.169234194193,28586.057181886426,7,2.5803277078427316,1
421,54.080003470235056,30785.08777640949,188388.82770122937,7,2.018622895673805,1
573,66.68140387920585,87778.47050905872,63466.433144931536,3,2.698970364616202,1
337,68.53036452318639,138522.60067512398,162456.83743763002,3,1.234817738406802,1
546,32.5753130712222,182611.6821844533,26446.64270479188,4,3.0670374514329204,1
654,54.499,195004.2463595849,83897.33663713312,6,2.876985953661384,1
496,86.96442363176027,238386.01740273484,29326.597640429794,5,2.4035576368239733,1
586,74.83462747427717,173788.83739266614,82125.08625856032,6,2.0,1
834,56.6022019308989,135556.25198685238,97316.82351528725,3,1.1649505455393039,1
623,45.002485452704775,211329.71131487947,140367.0879134062,9,3.0,1
495,75.71240024783228,189713.96023733442,95056.8133175883,9,2.255696282662634,1
575,48.528521453379234,51897.18191196501,21493.982607215024,4,2.0660651816724043,1
512,39.86099622143572,113297.89716404711,79444.09149198368,6,1.0,1
666,62.98700257889372,120108.84775110708,136359.49731829308,4,3.601299742110627,1
529,27.381467913845185,111284.08890754484,81498.7074921046,5,1.0,1
768,53.154465118921166,67271.31764915763,167190.6835167457,7,2.51098931402843,1
411,42.059146711708976,243291.29770863778,132160.4825021836,8,1.7898570296384664,1
442,37.63442337467447,172424.1191505308,73056.80571353805,2,1.6886292899005433,1
656,80.25861080585554,18598.874871901233,25054.787661338476,5,2.2823263507319425,1
674,64.25990515659352,24098.76355400541,103388.89863105348,7,2.5556939621271835,1
552,44.46504374398779,233060.53756726516,47683.782490297315,6,2.955604735030673,1
473,70.34350489470174,34902.68568762893,75716.94264470603,5,2.401709612388685,1
451,67.78773540703736,118522.2163573957,154745.88632585408,5,1.9898921622398746,1
533,71.66191156362204,37600.20870980385,166425.47239541344,5,2.7793628121259872,1
749,52.0767455719208,140358.02700704432,115208.8619021475,1,2.0109636531315433,1
662,45.69792639550948,32928.703206146056,198656.49321679195,1,2.8302073604490525,1
610,68.71118262101842,92359.8919168308,64515.35865108247,4,2.0424193667487436,1
395,41.89196576230722,241982.7800725335,141765.7288791001,8,1.5785326547039706,1
663,60.909217523730106,128600.37969538024,118235.17682502944,0,3.212135280414456,1
596,36.424780493248065,67471.6674250293,140610.52011548332,7,1.5077680219221363,1
688,49.39995107101848,148947.75327742513,188883.84703064134,1,4.0,1
428,38.94379227980771,150834.6514712171,83672.04246256937,3,3.0,1
570,37.33006392684298,232870.3922814719,168056.8390396733,5,2.322814497713843,1
534,35.8191562936519,222887.7176917186,16405.936279923983,5,3.0,1
769,60.04257297095238,240932.24389898597,125970.22367220755,4,3.55817857450502,1
620,40.05129006871165,182660.42656280097,32001.301181512914,2,2.5474354965644173,1
451,22.33617830355866,79725.09133561223,82764.30659998368,1,1.118802660444359,1
561,42.42382759650782,127238.1085050469,172466.9449354561,4,1.8632168979614592,1
450,65.70570131368893,25358.51723340247,122124.45619783721,6,3.0,1
598,60.853800478895415,144336.19116207768,194753.6271081651,2,2.2292399042209166,1
398,54.02941097514949,176712.80139206836,136581.9616711367,5,2.5889629766011146,1
491,69.31779034604105,5997.43281741088,153072.4809591955,8,2.786937407829498,1
800,83.52991664578532,10550.986006370144,52923.817019855866,7,1.5059833291570635,1
552,84.61494531283978,188856.45096799405,149178.62232147716,4,1.5945210986381442,1
634,51.80743474132794,28089.68699250486,190904.61311866093,4,2.1196304395160706,1
373,56.374605695976385,233746.8421226818,137498.8215816346,6,1.0,1
694,53.29849355442239,39358.22864624857,100814.7652187301,3,2.072762376239627,1
387,58.92584992062622,84155.39887607905,71867.5593469878,7,2.1975381027975027,1
789,49.38891171851049,25927.9152021136,97795.05051872514,3,2.831833065865432,1
782,48.9224110950407,30872.921325335356,31735.4004881674,9,2.694618518031536,1
344,24.297822696551105,228333.29164735184,93531.81329603145,1,2.9255443258622233,1
693,62.84465036864837,211052.4070108996,27923.33267019203,2,3.6242941946197296,1
642,64.2200274180188,30042.89495094733,104296.0969930172,5,3.2735743662163004,1
756,56.16727720997133,67388.63944121906,96058.41539692233,5,1.790794416163887,1
427,68.7961120948321,183957.91663086612,101329.18588096481,9,2.2959143313576647,1
563,55.50289957538498,232475.54660605176,16751.03866523693,2,3.0,1
593,53.896194483928255,222224.3713709627,152996.1202521431,8,2.058095027161671,1
691,40.372566410518296,42139.87757982878,189365.75573997688,5,2.469911503085576,1
635,64.28912956827548,86070.43294619399,120182.70546897262,0,1.0,1
634,65.0176239392421,49614.88399602606,155940.508650417,5,1.730091386952227,1
517,71.49260278323165,44419.507005661595,35558.30008851651,6,1.0,1
547,41.978865056837456,65278.979711364576,18106.577895220496,1,4.0,1
427,56.23278945012274,52827.3503127512,10832.764370082334,7,3.0,1
400,83.42587892969652,204045.0439781243,182540.42657731022,2,1.4752929765655083,1
778,85.0359904866677,5968.373802729898,53126.546607429365,5,1.8071980973335409,1
457,84.37262449556464,195859.80698575897,31626.275976122462,6,3.372624495564638,1
589,53.95364721827995,31831.818413286983,77674.58907985543,3,3.0,1
600,58.2201453160323,178240.27862041167,69824.76366829063,9,2.7275784045622484,1
673,57.904989539154,232631.2435437708,169513.04772911634,2,3.1825017434743335,1
660,47.358072599751566,171764.16131210513,54799.957868043835,4,2.523352560853363,1
754,51.77237566895897,184684.77275564783,79282.8474872886,2,2.7435683189783835,1
747,63.01771869781544,229812.1410181014,48133.425407325725,5,1.0,1
683,56.094604937304375,69408.50691085494,84282.85770536112,5,2.0,1
808,51.07220418669177,213622.83987056138,179940.92985532555,6,2.571600930375949,1
801,66.66849110074472,134756.8031533803,99888.45187624358,4,2.703744246683216,1
421,69.46971386538603,121745.39183557774,175891.594293092,4,1.6785600806340222,1
611,44.98603953172973,221602.4255513457,103211.40669227725,8,1.671691699917055,1
496,44.06740151260436,181704.15699776,26812.03727345005,7,2.44391669804654,1
505,39.57893467120105,186645.8773011749,172711.6929194751,4,3.031573868480419,1
519,32.77503742916282,19080.967579435506,60588.58916015893,2,2.0,1
673,52.03971634675007,72129.9464381246,96475.25757980322,5,2.3363084084131054,1
675,76.95145893925988,212324.36883400255,56248.16237045272,2,1.414620062396478,1
710,51.43345775765641,107843.07688271516,104875.12030086084,5,3.9468866647802883,1
771,37.93516624294904,107410.11468051649,86448.09344021679,7,1.4146784806319364,1
465,37.63099938858301,92415.77705317407,65746.10410781577,2,3.651442642997279,1
557,52.512472144438426,211370.88416734597,93634.58786308399,5,2.1343541083288193,1
464,42.7241561125898,159923.406729146,147503.44495989144,6,2.0249709004341314,1
538,63.007402871091536,67314.03786501853,85839.52289281152,2,2.3995064752605644,1
721,30.64582610269391,38474.915998155935,69013.44774553942,5,3.9788192684123365,1
812,39.43745445960537,92040.90687597539,66885.45376812616,5,1.100693601103803,1
737,64.64249868798426,64879.03641294208,189071.01388410333,2,4.0,1
525,75.52869910341914,172681.74193089438,59044.152991750496,7,3.6928500498100476,1
411,50.284735629835204,173084.13545773274,126680.92155156615,3,2.1898237532234717,1
540,54.47736043162942,208927.80482025823,75875.56726111459,4,1.0,1
564,21.90159008244983,14612.647060061488,161214.5481178573,3,2.4753975206124577,1
347,88.29505647194094,87667.15882014872,50573.110086123415,4,1.1623755741008623,1
688,36.491446423755534,231757.53297442972,67589.37157248612,5,2.745723211877765,1
549,75.62720674551177,140709.15428921388,199677.8851770124,3,2.9908938643488705,1
785,65.58906452939064,153497.0560036858,152431.70474363322,5,2.672084390606063,1
659,30.766586583729797,123590.76458351337,13055.795282323854,1,3.0321197560678144,1
744,46.5345854683723,14867.682585040497,92931.68104269361,8,1.2667984703549788,1
612,28.609211258817005,95060.10666763602,176019.83991731858,3,3.6863722327726434,1
495,36.90310427274005,158161.8943041079,147368.66760406856,7,2.2123706553024975,1
634,80.74319892455611,117143.00968495026,177511.1330581298,2,2.8575876757624017,1
389,37.8123626100865,176402.10329245546,106737.04433139764,8,2.9414091122898647,1
500,56.508373879499025,81736.04441501944,179046.5734269367,8,1.0,1
368,68.94097018788781,123234.49200186392,117496.65954849977,1,1.0014397515149314,1
651,50.07849928100754,171272.3525229169,55005.94561936302,4,2.700771692239622,1
448,72.43558796253572,18073.14807803539,86503.9148464674,3,4.0,1
700,53.55728268399819,183916.56387463998,40511.42304747048,0,2.3653260977140276,1
441,69.63223150524585,14899.76700420705,90554.03604992214,4,2.2197374699710757,1
498,63.40082667192553,180108.90602971442,30529.212287289673,8,2.547787863261163,1
630,88.25790654346605,152451.03559293988,81015.77604364352,7,1.9434299075995316,1
618,54.499,27815.440762755017,190329.87093010824,4,2.0,1
660,47.46493399097338,220024.3725512806,149091.70539174415,8,2.3965824215277167,1
672,44.45615048075151,54785.41844279046,36756.4775056802,7,2.8326309711549094,1
788,61.44235760665684,57917.65092710165,89830.93395754199,8,2.115284786686317,1
442,38.50210898333299,93524.4452693343,176145.81034516412,4,3.1535216948718485,1
602,75.57127656028644,232564.00006190798,76362.96743229651,6,3.0,1
671,72.11256416425708,31745.157546214752,23302.946546281215,6,3.4027323698669663,1
635,66.64619069105136,134484.403901359,164737.30466531767,7,3.0,1
685,61.76118292909758,210779.06505783545,27889.379572297403,2,3.599097277420874,1
362,64.65554823879361,121642.41791156474,114627.7655386652,1,3.283331765455774,1
774,47.504689225600345,14585.213025836572,49477.44135800755,3,2.9650768149333455,1
627,54.11111467990198,6415.512485860452,156037.20430919467,7,2.4023578167467257,1
497,66.88853021298189,22339.591395950898,115991.04851407577,7,2.4126471732831276,1
670,62.971882411290245,67417.46844828423,85186.12343590587,3,2.0,1
793,44.65215947604793,92951.66827671522,65936.83492795161,5,1.0,1
491,39.018811579584764,57466.92874404359,57984.266870778294,2,4.0,1
735,68.76806635948347,22126.821232371163,36084.02249768991,5,1.9059437071511045,1
736,55.77317625088078,118199.16773210365,61428.946262852136,7,1.0533401630051835,1
549,46.99299831359228,163825.31461673192,125089.26276217386,1,3.2028006745630884,1
671,28.61077676723908,77204.10473268325,82114.90377971997,2,1.2707337324217325,1
525,90.98869708812896,240423.24171074384,29710.868202648802,5,2.0006648771688846,1
536,49.41775353161552,103302.6316102292,58097.5998913437,3,1.6916449293676896,1
813,77.88140643943431,148066.206780233,59307.42370033844,6,1.1155034652061366,1
623,47.2145828046757,26060.15636779653,189946.84048741232,4,2.3237662649595228,1
516,43.13681736990961,96661.64125393647,155042.5771474336,2,1.3409164091920904,1
773,62.453884216416185,91794.62100948712,140363.9983401702,8,3.0870687567482475,1
563,33.15946412005081,97653.20891735631,181368.90802717838,3,3.5216076398475815,1
595,65.80125872911283,93096.5814312018,184037.12224118938,8,1.8833682980309119,1
692,35.13260400019665,38482.03572799285,68148.66376761057,5,4.0,1
740,43.60261725679359,81316.10360996671,130394.08095644253,7,2.6604268587918303,1
387,64.89794826846713,193525.9956729524,58385.79440910581,7,1.6704463604271433,1
732,79.45341765101271,154488.61174088193,187026.36875804682,7,1.9579552039240553,1
754,51.20929055857442,68526.50883181367,163021.20768322732,6,1.803524480296207,1
546,58.927133563685274,188351.74304720474,30063.688552323765,6,4.0,1
571,30.815743878255176,95992.89713943777,68340.03752561555,4,4.0,1
510,81.11956866018987,69307.58701122411,184006.4981729242,2,3.259964055015823,1
696,68.77892357524217,219346.9224063356,103226.15771600706,5,2.88310124080222,1
500,52.314394925490014,204306.88516748522,87546.96393765172,8,1.7512974709860016,1
772,47.02516280710784,179079.32513592986,74066.25603548526,5,2.9282525314582335,1
333,42.68555138615275,186797.1346238183,135952.04289043832,1,2.3485393415534963,1
537,37.036087634822636,181516.43115624922,69513.92767216603,8,2.565341168807992,1
647,65.51316406078807,139265.26666148787,171882.63161174842,0,3.371708984802984,1
406,54.499,60998.216940539765,189649.30852056772,9,3.0,1
492,40.16294603637659,39578.62594312141,156454.182449644,9,1.7837671056090088,1
392,56.826230557806284,40546.901749514196,191347.6856584789,7,1.1389599697670638,1
567,52.15536680508528,196375.64925821184,181116.93118768051,6,3.570386099576227,1
600,33.20202677334103,93964.55404810353,40310.37685773044,8,2.8761368572796706,1
788,56.206796424991126,210150.2178918702,180785.60754880612,6,2.778841625862681,1
659,84.64664871762646,91727.68813700783,60563.85123488824,5,1.1616621794066146,1
580,65.33347306481355,206467.98006132286,167020.92720134376,3,2.0,1
381,35.65046481787412,89390.21912794778,173645.40429305597,2,2.689969012141725,1
722,21.544300175133102,18801.61268502174,54231.60231806681,1,2.0140522284941937,1
649,71.83680988247697,139027.9192880906,180143.38667169138,1,2.1673619764953944,1
448,67.0,212866.72262841125,59886.8743134827,1,1.0987759770222107,1
799,62.199275984579174,89725.36423716485,34225.335629501256,5,2.5555082344222275,1
551,35.50426987874066,81298.58136325839,77624.65676277508,3,1.3929588066366823,1
777,30.702877392662227,108485.0386034363,11932.7305155674,6,1.2971226073377713,1
840,35.093745763262135,122565.67412841009,93771.88825214333,8,1.906254236737868,1
529,43.21663690053494,42383.05856373177,95408.69368125139,5,3.0127433470902907,1
620,45.365070128288096,121972.04032106811,55085.35270682232,2,2.1882092765508503,1
681,48.516312211935826,134491.10661906828,165250.52668032047,8,2.851554517976866,1
462,47.98965603214886,209569.2474098134,90894.84534040692,8,1.0,1
465,54.05582128739734,52679.149746857925,13509.974179658077,7,2.756977660924668,1
462,54.404224584806386,41633.920034237824,193894.0796822545,7,3.0,1
538,18.48127615051162,80511.2773400889,82010.31787043207,1,1.0,1
617,85.54937657489184,36216.96610636216,27385.66645398825,4,3.0,1
578,62.140892311906946,218082.30622078964,162931.59044382954,8,3.0,1
599,53.16580853442876,91068.03133008651,184863.741483062,9,1.9815768295079148,1
664,30.5935339515565,123022.49433316152,12773.182171151368,1,3.0549494466053964,1
582,65.35538868162355,206385.5610515088,167046.45414654375,3,2.0,1
394,59.74242963798553,132733.25211017005,84691.6663417688,7,2.9063550765262782,1
592,27.098549346921796,246838.02979862885,89612.58952823436,4,2.1802901306156404,1
324,73.75858359782004,44230.385908141754,91881.17575830614,6,1.8275920635021006,1
548,30.375520922782506,19286.876698072454,187668.0676929605,5,3.0,1
448,42.787523214891124,142336.0279090325,113821.52409448723,8,2.0,1
632,75.63535752770237,213158.9118712262,76011.84043764164,3,2.820766840679621,1
537,51.22224662696581,129233.39885538473,15941.754652496857,3,4.0,1
458,80.62931557667088,179480.23224191958,102505.18113546148,4,1.278139034842608,1
436,55.757630900757505,244322.19892254868,136189.4895257046,8,3.4649397914935003,1
355,82.00785266215063,226433.24238943786,77358.04213468284,1,2.244577442361199,1
767,71.91525942185268,148699.72923476752,59758.416619429154,6,1.0,1
384,60.640294550216105,192799.32141304432,58554.80749263253,6,1.828137238880885,1
387,26.029574639966487,225265.59232995732,95782.59947315502,3,2.492606340008378,1
462,83.57213131247349,120134.45195174775,176320.7225604672,5,2.2971453759601372,1
738,55.59214879780245,206121.78537027774,183715.30940499943,7,2.1359504007325167,1
447,31.982518055402767,238876.7558048683,148237.53329051117,9,1.57490592946955,1
510,63.09322301416362,32479.3093671591,73704.27563159243,5,2.361940204146328,1
731,63.99607067857778,11356.608616604752,83507.28859825752,1,3.996070678577782,1
537,54.263366811629226,186549.93486794378,106089.55613434802,6,2.4954591929029446,1
328,70.2027390797146,138799.99370360718,163198.6986296537,4,1.3006847699286528,1
643,39.35064697707293,190353.79694524303,13510.271168610278,8,3.263127866574729,1
693,54.58279782288943,116186.41337229586,135543.78818865342,5,3.7239248639305895,1
530,73.67625224075826,210733.60615135197,56185.12758514927,5,2.556354353396521,1
751,44.78330208582399,222340.28536970727,176496.0859022092,6,1.1740671301831085,1
612,57.10033381987363,72040.18822832195,144453.62304932537,7,2.4266815031054945,1
703,51.86635124269141,222539.2088205087,174270.4371502671,6,1.437019513482856,1
583,54.09047252858608,221773.4971962341,154522.710186369,7,2.1515879119023196,1
379,36.29260658309564,89423.82797175045,173623.98158757915,3,2.6471595611269576,1
481,44.07346391354149,148258.65200812792,85920.72635207065,2,2.958000181131721,1
645,28.881469162180515,189606.33587521658,199121.1650702729,8,1.6798367597577202,1
715,75.40941209655232,215310.94683016452,29481.68761050474,2,4.0,1
592,26.42932612893103,214580.2833857101,15889.596391320469,9,3.108971629303916,1
549,47.53659130010272,194826.02796723376,196532.46592917424,4,1.2507318260020543,1
395,56.23921439917801,130963.53833002667,173049.23561654217,5,1.105461147759409,1
803,44.5410922961307,25645.866447676613,96830.40782607364,2,2.569788772763822,1
553,41.18498572287057,37767.591089802336,145431.02045018514,7,2.2791076527546226,1
634,49.0260993749047,208993.92288985834,67878.55228451731,3,2.9913002083651,1
623,63.18341496622537,121765.85133048135,150638.125341542,6,2.585799445695357,1
757,68.64354694705878,48874.029418704995,84241.4083895009,1,2.0445566316176533,1
493,60.922207710353646,113943.63239554792,57710.741703202155,3,1.0,1
569,53.37481761351752,200462.22103390147,85832.56745545045,8,2.3574264724307077,1
492,54.235929427592254,40546.28138349382,194776.02606280448,4,2.4728044641127247,1
480,44.30312500021265,148356.0482717248,86178.4873560079,2,2.949014574890465,1
327,70.49426043590897,154692.20943451425,88010.69167913731,2,3.663840335014901,1
580,70.64889569808112,36673.25268427466,158402.9347519311,9,3.117034767306292,1
477,80.13100155428991,109383.06982892337,112329.6669173289,4,1.3816110247616713,1
620,61.72167902373362,145875.50716602523,197915.43643395678,3,1.6090370357230435,1
